Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1253,Research & Development,2,3,Life Sciences,1,879,4,Male,53,4,1,Research Scientist,2,Single,4946,6095,2,Y,Yes,22,3,3,80,1,7,2,2,4,2,0,2
51,No,Travel_Rarely,567,Research & Development,9,1,Medical,1,881,1,Female,52,3,1,Research Scientist,2,Single,4420,11559,2,Y,No,14,3,2,80,1,7,1,3,2,2,0,1
45,No,Travel_Frequently,445,Human Resources,6,1,Life Sciences,1,883,2,Male,66,3,4,Manager,3,Married,16848,14126,0,Y,No,14,3,4,80,1,24,2,2,17,13,4,14
41,No,Travel_Rarely,933,Research & Development,6,3,Medical,1,885,1,Male,92,3,4,Manager,2,Divorced,13430,26205,3,Y,Yes,24,3,4,80,0,10,3,2,5,3,2,2
41,No,Non-Travel,275,Research & Development,9,3,Technical Degree,1,887,1,Female,85,3,1,Laboratory Technician,4,Married,8068,25409,2,Y,No,17,4,1,80,1,20,2,3,17,9,8,13
37,Yes,Travel_Frequently,293,Sales,7,3,Life Sciences,1,889,3,Male,92,3,2,Sales Executive,3,Single,8665,2093,1,Y,Yes,20,4,4,80,0,18,6,3,13,8,5,10
42,No,Travel_Rarely,1043,Sales,10,3,Technical Degree,1,891,2,Female,48,3,4,Manager,4,Married,16085,11114,2,Y,No,13,3,3,80,0,14,2,3,11,8,3,3
18,No,Travel_Frequently,436,Human Resources,3,4,Medical,1,893,2,Male,50,4,4,Manager,1,Married,14874,13333,3,Y,No,13,4,1,80,0,20,3,3,14,12,4,9
34,No,Travel_Rarely,1302,Sales,2,3,Technical Degree,1,895,4,Female,68,3,1,Sales Representative,2,Married,5014,9293,4,Y,No,14,3,3,80,1,7,2,3,6,4,2,2
39,Yes,Travel_Rarely,743,Research & Development,17,3,Marketing,1,897,1,Male,55,2,1,Laboratory Technician,1,Single,5642,20293,3,Y,Yes,13,4,3,80,1,23,2,3,17,9,0,4
26,No,Travel_Frequently,180,Research & Development,18,4,Life Sciences,1,899,3,Male,80,3,1,Laboratory Technician,2,Married,7472,15499,1,Y,Yes,21,3,3,80,0,26,2,3,22,8,8,17
40,No,Non-Travel,260,Sales,16,4,Life Sciences,1,901,1,Male,89,1,4,Manager,4,Divorced,16960,25438,1,Y,No,15,4,4,80,2,18,3,3,17,8,4,7
35,No,Travel_Rarely,506,Research & Development,9,3,Life Sciences,1,903,2,Male,35,2,1,Research Scientist,1,Married,5569,20263,3,Y,No,23,3,3,80,1,5,2,4,4,3,2,2
53,No,Travel_Rarely,1304,Research & Development,6,3,Life Sciences,1,905,3,Male,36,3,1,Laboratory Technician,3,Single,6188,3158,3,Y,No,13,3,4,80,1,13,5,4,10,4,3,4
51,Yes,Travel_Rarely,1392,Sales,5,2,Medical,1,907,4,Male,89,3,2,Sales Executive,1,Divorced,7919,13412,2,Y,Yes,11,3,3,80,3,7,2,3,3,2,0,1
33,No,Travel_Rarely,593,Research & Development,4,3,Medical,1,909,2,Male,90,3,2,Healthcare Representative,3,Single,8969,7221,1,Y,No,12,3,1,80,1,17,3,3,13,10,1,6
36,Yes,Travel_Rarely,290,Research & Development,8,5,Human Resources,1,911,1,Male,34,1,1,Research Scientist,4,Single,3461,2357,2,Y,Yes,12,3,3,80,1,11,5,3,6,3,1,3
36,No,Travel_Rarely,1444,Research & Development,18,3,Medical,1,913,2,Male,37,3,1,Laboratory Technician,3,Single,2586,10333,0,Y,No,17,4,2,80,0,5,2,3,2,2,0,1
33,No,Travel_Rarely,1483,Research & Development,5,4,Marketing,1,915,1,Female,62,3,1,Laboratory Technician,4,Married,5100,11986,3,Y,No,12,3,3,80,0,14,5,1,6,4,1,5
39,No,Travel_Rarely,653,Research & Development,18,3,Human Resources,1,917,2,Male,86,3,1,Laboratory Technician,2,Divorced,4043,4218,4,Y,No,14,3,4,80,2,13,4,3,8,5,2,3
30,No,Travel_Rarely,1218,Research & Development,2,5,Technical Degree,1,919,3,Male,41,3,1,Research Scientist,4,Married,2761,25916,3,Y,Yes,19,3,3,80,2,13,6,3,5,4,1,1
27,No,Travel_Frequently,455,Research & Development,10,3,Life Sciences,1,921,1,Female,66,3,1,Laboratory Technician,4,Single,5867,9906,5,Y,No,12,3,1,80,1,21,3,3,17,13,0,5
43,Yes,Travel_Frequently,469,Research & Development,12,1,Medical,1,923,3,Male,44,2,1,Laboratory Technician,3,Single,4586,12251,3,Y,Yes,11,4,3,80,1,8,4,3,5,3,2,3
43,No,Travel_Rarely,844,Sales,5,3,Life Sciences,1,925,3,Female,46,3,1,Sales Representative,3,Married,3631,11270,2,Y,No,15,4,1,80,1,8,2,2,5,4,1,3
30,No,Travel_Rarely,395,Research & Development,3,2,Life Sciences,1,927,2,Male,66,3,1,Laboratory Technician,4,Married,4400,8074,0,Y,No,17,3,3,80,3,5,4,3,1,1,0,1
45,No,Travel_Rarely,1225,Human Resources,15,1,Life Sciences,1,929,1,Male,80,3,1,Human Resources,3,Married,6959,26309,1,Y,No,21,3,4,80,2,18,1,2,15,12,0,10
31,No,Travel_Rarely,120,Research & Development,9,4,Marketing,1,931,4,Male,58,1,2,Healthcare Representative,4,Divorced,7815,2885,0,Y,Yes,17,3,4,80,0,14,4,3,9,7,3,3
39,No,Travel_Rarely,1206,Research & Development,29,2,Medical,1,933,2,Female,32,3,1,Research Scientist,3,Divorced,7054,21323,2,Y,Yes,22,3,1,80,1,18,2,3,16,9,1,4
44,No,Travel_Frequently,1075,Sales,18,4,Medical,1,935,3,Female,55,3,4,Manager,2,Single,15683,14612,1,Y,No,13,3,3,80,1,13,2,3,9,5,3,5
37,No,Travel_Rarely,772,Research & Development,18,2,Other,1,937,2,Male,74,2,1,Laboratory Technician,4,Single,7891,12156,2,Y,No,14,3,3,80,0,25,1,3,19,14,6,12
41,No,Travel_Rarely,466,Human Resources,1,2,Life Sciences,1,939,3,Male,35,3,1,Human Resources,3,Divorced,5120,14086,4,Y,No,20,3,4,80,1,14,5,3,12,5,5,4
32,No,Travel_Rarely,809,Research & Development,5,4,Medical,1,941,2,Female,83,3,1,Research Scientist,3,Married,6635,7818,2,Y,No,19,3,3,80,0,15,3,2,11,9,2,7
35,No,Travel_Rarely,653,Human Resources,3,3,Marketing,1,943,2,Male,48,3,1,Human Resources,3,Married,5450,18202,3,Y,Yes,17,3,1,80,2,13,3,2,8,5,0,6
35,Yes,Travel_Rarely,648,Research & Development,1,3,Life Sciences,1,945,1,Male,42,4,2,Manufacturing Director,2,Single,5590,3724,4,Y,No,15,3,3,80,0,8,2,3,1,1,0,1
30,No,Non-Travel,1456,Sales,8,3,Medical,1,947,2,Female,86,1,4,Manager,4,Divorced,14745,24313,0,Y,No,11,3,3,80,2,7,2,1,5,3,1,3
35,No,Travel_Rarely,138,Research & Development,15,3,Life Sciences,1,949,4,Female,86,3,2,Manufacturing Director,4,Divorced,5406,18555,3,Y,No,13,3,4,80,2,8,1,1,4,3,0,3
23,No,Travel_Rarely,146,Human Resources,4,4,Technical Degree,1,951,3,Male,75,3,1,Human Resources,4,Married,5475,15701,0,Y,No,12,4,4,80,0,11,3,3,8,6,2,2
32,No,Travel_Rarely,1435,Research & Development,1,3,Life Sciences,1,953,1,Female,41,3,1,Laboratory Technician,2,Married,4659,6676,2,Y,No,11,3,2,80,1,9,2,4,6,4,0,2
34,No,Non-Travel,1233,Research & Development,4,3,Life Sciences,1,955,3,Female,58,3,1,Research Scientist,3,Married,4480,19685,1,Y,No,19,3,4,80,1,22,1,3,15,8,2,3
35,No,Travel_Rarely,285,Human Resources,7,4,Medical,1,957,4,Male,94,2,1,Human Resources,4,Married,8003,18467,3,Y,No,12,3,1,80,2,22,0,1,14,6,2,4
35,No,Travel_Rarely,1023,Research & Development,7,2,Life Sciences,1,959,3,Male,78,3,1,Laboratory Technician,3,Married,3489,24615,3,Y,No,14,4,4,80,1,9,1,2,7,6,1,6
36,Yes,Travel_Frequently,1308,Research & Development,8,3,Life Sciences,1,961,1,Male,33,3,1,Research Scientist,3,Single,5637,11363,1,Y,Yes,24,3,4,80,1,19,2,4,9,8,2,3
41,No,Travel_Rarely,426,Sales,11,4,Medical,1,963,4,Female,57,2,2,Sales Executive,4,Married,8188,17101,4,Y,No,14,3,3,80,2,9,3,3,5,2,1,3
45,No,Travel_Rarely,209,Research & Development,8,3,Life Sciences,1,965,2,Female,79,3,1,Laboratory Technician,3,Divorced,3562,16126,2,Y,No,12,3,4,80,0,18,1,3,12,6,4,8
31,No,Travel_Rarely,1323,Research & Development,15,4,Medical,1,967,3,Male,41,3,2,Manufacturing Director,3,Married,8514,11135,2,Y,Yes,17,3,1,80,0,15,3,2,12,6,5,7
26,Yes,Travel_Rarely,272,Research & Development,4,3,Medical,1,969,3,Female,47,3,4,Manager,1,Single,18748,6828,5,Y,Yes,19,3,1,80,2,25,4,1,23,21,1,13
27,No,Travel_Rarely,1444,Sales,7,4,Medical,1,971,4,Male,35,3,4,Manager,1,Married,15669,17081,2,Y,Yes,13,3,1,80,0,11,6,1,8,4,3,4
32,No,Travel_Rarely,615,Research & Development,13,4,Medical,1,973,4,Male,97,3,1,Laboratory Technician,1,Married,8355,8679,2,Y,Yes,19,4,1,80,2,25,6,3,19,9,8,9
34,No,Travel_Rarely,160,Research & Development,10,2,Life Sciences,1,975,4,Male,52,3,1,Laboratory Technician,4,Married,4603,20170,0,Y,No,13,3,3,80,1,6,3,1,3,1,1,2
30,No,Travel_Rarely,1294,Sales,27,2,Life Sciences,1,977,1,Male,57,2,1,Sales Representative,3,Divorced,4728,16663,2,Y,No,17,3,2,80,1,15,4,4,9,7,4,2
25,No,Travel_Rarely,1270,Sales,4,3,Marketing,1,979,4,Female,69,3,4,Manager,3,Divorced,14828,22693,2,Y,No,12,4,4,80,0,11,2,2,7,6,1,2
33,No,Travel_Rarely,1465,Research & Development,13,4,Technical Degree,1,981,1,Male,77,2,1,Research Scientist,4,Married,6885,26886,1,Y,No,14,3,3,80,0,10,5,3,9,5,3,5
39,No,Travel_Rarely,1252,Research & Development,5,2,Life Sciences,1,983,2,Female,63,3,1,Laboratory Technician,3,Married,6742,3760,0,Y,Yes,15,3,4,80,0,17,4,2,11,5,3,5
42,No,Non-Travel,758,Research & Development,4,1,Life Sciences,1,985,3,Male,91,2,2,Healthcare Representative,3,Divorced,5670,7491,3,Y,No,18,3,3,80,1,6,4,3,2,1,0,1
32,No,Travel_Rarely,1174,Research & Development,17,3,Medical,1,987,3,Male,87,1,1,Laboratory Technician,2,Married,7339,20614,2,Y,No,17,4,2,80,2,16,5,2,15,7,5,13
33,No,Travel_Rarely,1408,Research & Development,8,4,Medical,1,989,3,Female,63,2,1,Laboratory Technician,4,Married,7616,24725,2,Y,Yes,20,3,2,80,1,17,6,3,15,6,3,11
28,No,Travel_Rarely,1379,Research & Development,10,3,Medical,1,991,3,Male,86,3,1,Laboratory Technician,1,Single,3768,3982,1,Y,No,12,3,2,80,1,13,2,3,7,6,1,5
37,No,Travel_Rarely,1146,Research & Development,5,3,Life Sciences,1,993,4,Male,58,3,1,Research Scientist,1,Divorced,4896,14089,4,Y,Yes,17,3,4,80,0,12,3,2,8,7,1,4
29,No,Travel_Rarely,868,Research & Development,5,2,Medical,1,995,2,Male,81,3,1,Laboratory Technician,2,Married,4978,8553,5,Y,No,12,4,3,80,0,16,1,3,10,9,3,4
42,No,Travel_Rarely,1184,Human Resources,2,3,Life Sciences,1,997,2,Female,37,2,1,Human Resources,2,Married,7362,8864,4,Y,No,15,4,2,80,3,18,3,3,15,10,5,10
21,No,Travel_Rarely,306,Human Resources,10,2,Medical,1,999,4,Male,45,3,1,Human Resources,2,Divorced,4746,2356,1,Y,Yes,15,3,4,80,0,13,0,4,10,5,2,7
34,No,Travel_Rarely,892,Sales,3,1,Marketing,1,1001,1,Male,59,3,2,Sales Executive,3,Married,8224,13354,5,Y,No,11,3,1,80,0,18,3,3,14,11,3,8
40,No,Travel_Frequently,1255,Research & Development,7,4,Medical,1,1003,3,Male,55,3,2,Healthcare Representative,2,Married,7662,6951,1,Y,Yes,11,3,4,80,1,6,1,4,4,2,0,3
39,No,Travel_Rarely,976,Research & Development,15,5,Life Sciences,1,1005,3,Male,86,3,1,Research Scientist,3,Single,6280,12893,3,Y,No,20,3,3,80,1,22,1,2,19,9,4,16
60,No,Travel_Rarely,1124,Sales,1,2,Other,1,1007,3,Female,68,3,1,Sales Representative,1,Divorced,4987,23444,1,Y,No,13,3,4,80,0,7,4,2,6,3,2,3
40,No,Travel_Rarely,651,Sales,29,1,Technical Degree,1,1009,3,Male,62,3,2,Sales Executive,1,Single,7784,23118,2,Y,Yes,14,3,4,80,3,15,6,4,12,11,5,4
28,No,Travel_Rarely,376,Research & Development,4,3,Marketing,1,1011,1,Male,60,2,3,Research Director,3,Divorced,11662,15709,4,Y,No,17,3,4,80,1,12,4,3,8,6,2,4
36,No,Travel_Rarely,858,Sales,8,3,Medical,1,1013,4,Male,50,1,2,Sales Executive,4,Single,7170,4311,2,Y,No,13,3,3,80,0,10,4,2,9,4,4,8
21,No,Travel_Rarely,1261,Sales,10,2,Life Sciences,1,1015,1,Male,79,3,2,Sales Executive,4,Married,7528,23994,0,Y,No,12,3,1,80,2,12,2,3,9,4,4,4
36,No,Travel_Rarely,421,Sales,4,2,Human Resources,1,1017,2,Female,35,3,4,Manager,4,Divorced,12428,12968,3,Y,Yes,14,3,4,80,0,8,1,2,7,6,0,4
29,No,Travel_Frequently,1008,Sales,6,2,Medical,1,1019,1,Male,89,2,4,Manager,3,Married,17337,21628,2,Y,No,11,3,3,80,1,24,6,3,20,17,4,13
45,Yes,Travel_Frequently,345,Research & Development,18,4,Technical Degree,1,1021,3,Female,42,3,1,Research Scientist,3,Married,3996,8884,3,Y,Yes,21,3,1,80,2,8,2,3,4,3,0,1
32,No,Travel_Rarely,1100,Research & Development,14,4,Life Sciences,1,1023,3,Male,87,3,2,Healthcare Representative,3,Single,7284,13522,1,Y,No,22,3,4,80,3,15,1,3,7,3,1,4
36,No,Travel_Rarely,575,Sales,7,3,Life Sciences,1,1025,4,Male,73,3,2,Sales Executive,3,Married,10432,2364,3,Y,No,15,3,2,80,0,21,0,2,16,10,6,6
31,Yes,Travel_Frequently,1236,Sales,8,3,Other,1,1027,3,Female,61,3,1,Sales Representative,1,Married,7123,9562,1,Y,Yes,12,3,1,80,0,21,6,3,16,11,1,12
53,No,Travel_Rarely,225,Research & Development,9,4,Medical,1,1029,3,Male,88,2,1,Research Scientist,3,Married,5951,14296,1,Y,No,15,4,4,80,1,13,1,3,10,9,4,7
34,Yes,Travel_Rarely,365,Research & Development,12,4,Life Sciences,1,1031,4,Female,74,3,1,Research Scientist,2,Married,3325,5331,7,Y,No,11,3,3,80,2,9,3,3,4,2,1,3
54,No,Travel_Rarely,1364,Research & Development,13,2,Life Sciences,1,1033,3,Female,84,2,2,Manufacturing Director,3,Divorced,10133,2112,0,Y,Yes,14,4,2,80,1,15,2,2,10,7,3,3
44,No,Travel_Rarely,237,Sales,13,2,Medical,1,1035,3,Male,78,3,1,Sales Representative,3,Single,2486,13982,1,Y,Yes,11,3,4,80,1,6,1,3,4,2,0,1
41,Yes,Travel_Rarely,1369,Human Resources,6,3,Life Sciences,1,1037,3,Male,90,1,1,Human Resources,1,Divorced,2798,12714,3,Y,No,18,3,4,80,0,6,2,3,3,2,0,2
40,No,Travel_Rarely,1361,Research & Development,9,1,Medical,1,1039,2,Female,69,3,2,Manufacturing Director,2,Married,7092,22958,2,Y,No,13,3,1,80,1,12,3,3,9,4,3,4
40,No,Travel_Rarely,1426,Research & Development,17,3,Medical,1,1041,4,Male,63,3,2,Manufacturing Director,1,Married,6411,15489,4,Y,Yes,15,3,3,80,2,7,3,3,2,2,1,1
19,Yes,Travel_Rarely,620,Research & Development,29,3,Marketing,1,1043,1,Male,41,3,1,Research Scientist,4,Married,7104,11039,2,Y,Yes,11,3,4,80,0,22,2,3,19,10,7,5
34,Yes,Travel_Frequently,1169,Human Resources,9,3,Life Sciences,1,1045,3,Male,44,1,1,Human Resources,1,Married,3531,17863,0,Y,Yes,15,3,2,80,0,9,4,2,5,3,2,3
45,No,Travel_Rarely,1496,Sales,5,3,Other,1,1047,3,Male,38,2,2,Sales Executive,2,Married,7574,20913,1,Y,No,11,4,3,80,1,11,0,3,7,4,1,2
36,No,Travel_Rarely,1247,Sales,4,3,Life Sciences,1,1049,4,Female,49,2,4,Manager,4,Divorced,15182,11861,0,Y,Yes,22,3,1,80,0,9,1,3,5,4,0,3
24,No,Travel_Rarely,1191,Research & Development,13,4,Medical,1,1051,4,Male,78,3,2,Manufacturing Director,3,Divorced,6270,24955,5,Y,No,15,3,4,80,1,8,2,3,3,2,1,2
36,No,Travel_Rarely,976,Research & Development,2,2,Life Sciences,1,1053,3,Male,43,3,4,Manager,1,Divorced,12127,9684,1,Y,No,12,3,4,80,0,4,3,3,1,0,0,1
52,No,Travel_Frequently,601,Research & Development,13,3,Marketing,1,1055,3,Female,34,3,1,Research Scientist,2,Married,4166,16520,3,Y,No,14,3,1,80,0,7,2,2,4,2,1,3
48,No,Travel_Rarely,1447,Research & Development,13,1,Other,1,1057,2,Male,77,2,1,Research Scientist,1,Divorced,6764,10151,2,Y,No,11,3,4,80,2,24,3,3,19,13,5,6
36,No,Travel_Rarely,743,Sales,5,1,Marketing,1,1059,3,Male,86,2,2,Sales Executive,2,Married,8222,18093,2,Y,No,15,3,4,80,0,24,4,3,17,10,3,9
46,No,Travel_Frequently,1484,Sales,10,3,Medical,1,1061,4,Female,89,2,2,Sales Executive,1,Married,6365,15003,2,Y,No,12,3,2,80,3,9,1,3,2,1,0,1
34,No,Travel_Rarely,848,Human Resources,7,1,Medical,1,1063,4,Male,72,3,1,Human Resources,3,Divorced,6476,10772,2,Y,No,15,3,4,80,1,23,5,3,19,16,8,15
21,No,Travel_Rarely,1004,Human Resources,2,1,Marketing,1,1065,4,Female,93,3,4,Manager,4,Single,14497,10567,3,Y,No,13,3,1,80,0,11,6,3,9,4,3,7
28,No,Travel_Rarely,554,Research & Development,12,2,Technical Degree,1,1067,1,Female,31,3,1,Research Scientist,3,Married,4060,17014,3,Y,No,18,3,4,80,0,8,4,3,3,3,1,1
51,Yes,Travel_Rarely,923,Sales,12,3,Other,1,1069,4,Male,30,3,2,Sales Executive,3,Married,8894,21361,3,Y,No,15,3,3,80,1,17,5,4,12,4,2,5
34,No,Travel_Rarely,1172,Sales,6,4,Life Sciences,1,1071,4,Male,93,2,4,Manager,2,Married,15854,14733,4,Y,No,20,4,3,80,0,12,1,3,8,3,0,3
35,No,Travel_Rarely,800,Sales,29,2,Other,1,1073,2,Male,53,2,2,Sales Executive,2,Single,5496,15323,0,Y,No,22,3,3,80,2,10,6,3,6,3,3,5
34,No,Travel_Rarely,620,Research & Development,8,3,Life Sciences,1,1075,3,Male,31,3,2,Manufacturing Director,4,Married,6846,15508,4,Y,No,23,3,3,80,0,11,4,3,6,4,0,4
54,No,Non-Travel,493,Research & Development,1,2,Life Sciences,1,1077,3,Female,88,3,1,Research Scientist,1,Divorced,6961,4613,4,Y,No,13,3,4,80,0,16,3,2,12,6,3,9
52,No,Travel_Frequently,979,Research & Development,17,3,Life Sciences,1,1079,3,Female,63,3,1,Laboratory Technician,4,Married,4728,18868,3,Y,Yes,18,3,3,80,0,14,4,3,13,10,2,4
57,No,Non-Travel,494,Sales,15,3,Life Sciences,1,1081,4,Male,85,2,2,Sales Executive,3,Married,6781,16671,0,Y,Yes,14,3,4,80,1,8,3,3,4,2,1,2
35,No,Non-Travel,195,Research & Development,16,3,Marketing,1,1083,3,Female,34,1,1,Research Scientist,4,Single,5726,15640,3,Y,Yes,14,3,3,80,2,14,4,3,11,4,2,7
40,No,Travel_Rarely,184,Research & Development,3,5,Technical Degree,1,1085,3,Female,84,2,2,Healthcare Representative,2,Single,7013,8880,0,Y,No,20,3,1,80,0,16,6,3,10,9,4,8
23,No,Travel_Rarely,1159,Sales,10,4,Marketing,1,1087,3,Female,65,1,2,Sales Executive,2,Married,4937,14964,0,Y,No,12,3,4,80,1,4,3,1,0,0,0,0
50,No,Travel_Rarely,1051,Research & Development,8,1,Medical,1,1089,3,Male,84,2,1,Laboratory Technician,4,Single,5360,22144,2,Y,No,15,3,3,80,0,19,4,3,14,10,3,6
26,No,Travel_Frequently,515,Research & Development,7,4,Medical,1,1091,4,Male,39,3,1,Laboratory Technician,4,Divorced,4121,24016,1,Y,Yes,16,3,4,80,1,8,6,2,4,3,0,3
39,No,Travel_Rarely,694,Research & Development,20,1,Medical,1,1093,3,Male,75,2,1,Research Scientist,2,Divorced,2695,3710,1,Y,No,11,3,4,80,0,10,6,2,8,3,2,2
27,No,Non-Travel,774,Sales,8,4,Life Sciences,1,1095,2,Female,81,2,4,Manager,4,Divorced,14416,19544,6,Y,No,20,3,1,80,1,13,6,3,10,5,2,5
32,No,Travel_Rarely,825,Research & Development,6,2,Technical Degree,1,1097,1,Male,91,3,1,Research Scientist,1,Divorced,5292,8417,3,Y,No,13,3,3,80,1,16,3,3,13,7,6,6
29,No,Travel_Frequently,320,Sales,6,3,Medical,1,1099,2,Male,33,3,4,Manager,1,Single,17492,18212,5,Y,No,17,3,2,80,0,22,2,3,17,16,1,5
31,No,Travel_Rarely,1442,Research & Development,3,1,Medical,1,1101,3,Male,85,3,4,Manager,3,Divorced,14419,15995,2,Y,Yes,22,3,3,80,1,22,3,2,13,9,1,6
32,Yes,Travel_Rarely,578,Sales,9,2,Medical,1,1103,4,Male,40,3,1,Sales Representative,4,Married,6667,17821,4,Y,Yes,18,4,4,80,1,15,4,3,11,4,3,7
32,Yes,Travel_Frequently,491,Research & Development,21,4,Technical Degree,1,1105,2,Male,79,3,3,Research Director,4,Married,11632,18614,3,Y,Yes,21,3,4,80,1,14,4,3,9,5,3,4
44,No,Travel_Rarely,1242,Research & Development,6,4,Life Sciences,1,1107,2,Female,90,2,1,Research Scientist,3,Married,5521,24758,1,Y,No,11,4,3,80,1,12,3,2,6,2,1,2
27,Yes,Travel_Frequently,1192,Sales,10,3,Life Sciences,1,1109,1,Male,52,3,2,Sales Executive,1,Single,8961,5186,4,Y,Yes,15,3,4,80,1,23,1,3,17,8,2,12
39,No,Travel_Rarely,544,Research & Development,7,4,Marketing,1,1111,3,Male,59,2,1,Research Scientist,3,Married,3687,8853,2,Y,No,16,3,4,80,1,10,3,2,4,2,1,3
48,No,Travel_Rarely,1217,Research & Development,8,4,Medical,1,1113,4,Male,54,1,2,Manufacturing Director,2,Divorced,8072,4562,0,Y,Yes,17,3,3,80,2,17,6,3,13,7,2,9
32,No,Travel_Rarely,418,Research & Development,15,2,Technical Degree,1,1115,3,Male,59,3,4,Manager,3,Married,16143,20415,3,Y,No,12,3,2,80,2,23,5,4,12,4,1,9
30,No,Travel_Rarely,1440,Sales,3,1,Life Sciences,1,1117,3,Male,68,3,2,Sales Executive,3,Married,7314,2111,2,Y,No,17,3,3,80,1,15,2,3,9,4,3,7
35,No,Travel_Rarely,392,Research & Development,2,1,Life Sciences,1,1119,3,Male,40,3,2,Manufacturing Director,1,Single,8738,21601,3,Y,No,12,3,4,80,2,20,4,4,17,12,0,12
48,No,Travel_Rarely,865,Sales,17,3,Technical Degree,1,1121,1,Male,65,3,2,Sales Executive,3,Married,7801,15220,4,Y,No,11,3,4,80,2,10,0,3,10,8,2,8
39,No,Travel_Rarely,615,Research & Development,5,2,Medical,1,1123,3,Male,81,3,1,Laboratory Technician,3,Married,5499,7907,2,Y,Yes,15,3,3,80,0,17,6,3,9,5,3,6
32,No,Travel_Rarely,1179,Research & Development,6,1,Medical,1,1125,3,Male,34,3,1,Laboratory Technician,4,Married,4363,26579,2,Y,Yes,16,3,4,80,3,12,4,3,11,9,0,7
41,No,Travel_Rarely,1400,Research & Development,29,2,Life Sciences,1,1127,3,Male,43,3,4,Manager,3,Single,15559,8252,4,Y,No,23,3,2,80,0,21,2,3,15,7,6,10
27,No,Travel_Rarely,669,Research & Development,14,2,Life Sciences,1,1129,4,Female,49,3,1,Laboratory Technician,1,Married,4440,5149,2,Y,No,17,4,2,80,0,3,0,3,1,0,0,1
43,No,Travel_Frequently,861,Research & Development,4,4,Medical,1,1131,3,Female,49,3,1,Research Scientist,2,Divorced,7929,15840,1,Y,No,16,3,4,80,3,28,2,3,25,21,1,16
41,No,Travel_Rarely,243,Research & Development,18,2,Life Sciences,1,1133,3,Male,73,1,1,Research Scientist,2,Single,7378,11954,2,Y,Yes,12,3,1,80,0,20,1,2,13,7,5,9
34,Yes,Travel_Rarely,408,Research & Development,15,3,Technical Degree,1,1135,4,Male,54,3,1,Research Scientist,1,Married,4836,3720,4,Y,No,12,4,2,80,1,14,3,1,10,6,2,3
29,No,Travel_Rarely,117,Sales,1,3,Marketing,1,1137,4,Female,70,3,2,Sales Executive,3,Married,4635,23218,1,Y,No,16,3,3,80,3,4,5,4,1,1,0,1
29,No,Travel_Rarely,924,Research & Development,9,3,Life Sciences,1,1139,3,Male,98,2,1,Research Scientist,4,Married,8448,20480,2,Y,No,13,3,3,80,0,28,2,1,19,11,8,9
42,No,Travel_Rarely,1474,Research & Development,3,1,Medical,1,1141,1,Female,31,3,2,Healthcare Representative,3,Single,8721,16815,9,Y,No,18,4,3,80,0,8,4,4,6,2,2,2
48,No,Non-Travel,1289,Sales,8,3,Medical,1,1143,3,Female,41,3,1,Sales Representative,3,Married,3457,13635,1,Y,Yes,12,3,2,80,1,5,3,3,3,3,1,2
31,No,Travel_Frequently,990,Research & Development,29,1,Life Sciences,1,1145,3,Male,57,2,1,Laboratory Technician,3,Married,6908,2521,3,Y,No,13,3,4,80,1,16,3,3,13,5,1,6
41,No,Travel_Rarely,1235,Research & Development,15,3,Life Sciences,1,1147,1,Male,73,2,1,Research Scientist,2,Divorced,4408,13164,4,Y,No,19,3,4,80,1,8,6,3,5,4,1,2
18,No,Travel_Rarely,324,Sales,17,2,Life Sciences,1,1149,1,Female,42,3,4,Manager,4,Single,12912,4423,0,Y,Yes,20,3,3,80,2,3,4,3,0,0,0,0
32,No,Travel_Frequently,951,Sales,7,3,Medical,1,1151,1,Male,72,3,4,Manager,4,Married,16782,7242,2,Y,No,14,3,3,80,0,22,3,2,16,10,7,4
37,No,Travel_Rarely,1197,Research & Development,17,3,Medical,1,1153,3,Male,84,3,1,Research Scientist,3,Married,3613,8731,1,Y,No,12,3,4,80,0,8,2,3,2,1,0,1
29,No,Travel_Rarely,253,Sales,4,3,Medical,1,1155,3,Male,37,2,4,Manager,2,Divorced,14787,19018,2,Y,No,23,3,3,80,1,18,3,3,8,5,0,5
28,No,Travel_Rarely,209,Research & Development,9,3,Marketing,1,1157,2,Male,93,1,1,Laboratory Technician,4,Divorced,5225,11364,1,Y,No,18,3,2,80,1,12,2,2,10,8,4,8
31,No,Travel_Rarely,437,Research & Development,15,3,Marketing,1,1159,1,Female,41,3,1,Research Scientist,1,Single,4527,15312,1,Y,No,19,3,3,80,0,12,1,1,9,8,2,4
40,No,Non-Travel,606,Research & Development,15,4,Medical,1,1161,3,Female,70,3,1,Laboratory Technician,4,Single,3663,26069,2,Y,Yes,13,3,2,80,0,6,4,2,5,2,1,3
